店铺名称,价格,评价星级,口味,环境,服务,评论数,评论标签,图片评论数,好评数,中评数,差评数,店铺地址
炉先森,142.0,4.0,7.7,7.6,7.7,60.0,"菜品健康(17),牛肉赞(9),味道赞(8),海鲜棒(6),服务热情(6),回头客(4),环境很好(4),店内消毒(1)",39.0,52.0,1.0,7.0,地址:陵与铁锚叉口东50米
宴归里·九份老街(城市生活广场店),75.0,4.0,8.2,8.6,8.1,399.0,"肉类好(48),海鲜棒(46),菜品精致(43),上菜快(31),不用排队(17),停车免费(7),回头客(6),到店自提(16),朋友聚餐(8),请客(4)",284.0,347.0,33.0,19.0,地址:平泷251号城市活广B座4楼
渔珺纳西石锅鱼(iD PARK 歌林公园店),60.0,4.0,7.8,7.9,7.9,54.0,"服务热情(28),肉类好(12),味道赞(11),性价比高(9),环境很好(9),菜品健康(5),海鲜棒(3),店内消毒(13),装修好看(7),到店自提(1)",49.0,51.0,3.0,0.0,地址:天鹅荡iD PARK 歌林5楼H503—05
御香海(昆山店),158.0,4.0,8.3,8.4,8.0,263.0,"服务热情(66),味道赞(36),牛肉赞(26),菜品健康(25),回头客(13),饮品赞(10),停车方便(4),朋友聚餐(3)",108.0,219.0,29.0,15.0,地址:黑龙北8御景苑35室
城门外老城区炭烤蛙锅,86.0,4.0,8.3,8.3,8.5,660.0,"上菜快(22),不用排队(20),回头客(18),发发呆(3),到店自提(14),朋友聚餐(14),闺蜜聚会(8),请客(7),现做现卖(4),家庭聚餐(3)",457.0,549.0,76.0,35.0,地址:门与济交叉口天虹场负楼
屋头串串香火锅(石路旗舰店),70.0,4.5,8.8,8.6,8.8,539.0,"菜品健康(52),交通便利(44),撸串圣地(16),回头客(15),上菜快(14),朋友聚餐(11),深夜食堂(5),到店自提(4),闺蜜聚会(4),家庭聚餐(3)",395.0,487.0,36.0,16.0,地址:塘53号            (山塘街公台对面)
东北金座烧烤(塔园路店),84.0,4.0,8.3,8.1,8.3,200.0,"味道赞(61),分量足(13),回头客(9),撸串圣地(5),海鲜棒(5),深夜食堂(4),到店自提(3),朋友聚餐(3)",131.0,169.0,21.0,10.0,地址:塔路233西新天地2
宽窄巷子成都串串香(平江万达店),52.0,4.0,8.3,8.4,8.7,368.0,"不用排队(14),上菜快(14),牛肉赞(10),交通便利(9),回头客(7),撸串圣地(4),闺蜜聚会(10),朋友聚餐(8),到店自提(6)",302.0,309.0,45.0,14.0,地址:人万达A座4楼
原始煮意·地锅鸡(黄埭直营店),64.0,4.5,8.6,8.6,8.9,255.0,"味道赞(111),服务热情(60),菜品精致(43),分量足(18),肉类好(13),回头客(12),停车方便(8),上菜快(5),到店自提(13),朋友聚餐(7)",116.0,235.0,9.0,11.0,地址:埭镇阳214-216
锅圈食汇(中海店),65.0,4.5,8.7,8.6,8.6,101.0,"性价比高(40),价格实惠(32),味道赞(18),服务热情(17),菜品健康(6),分量足(4),羊肉(15),装修好看(9),店内消毒(1)",61.0,96.0,5.0,0.0,地址:琉璃海国际五区1幢121室
小龙坎老火锅(南洋广场店),121.0,4.0,8.0,8.1,8.0,431.0,"回头客(13),牛肉赞(8),不用排队(6),到店自提(2),店内消毒(3),朋友聚餐(5),请客(3)",210.0,312.0,45.0,74.0,地址:城厢南96号南洋B156号
重庆大枫火锅,99.0,4.0,8.3,8.2,8.2,42.0,"服务热情(13),环境很好(9),味道赞(7),菜品精致(6),商圈附近(4),到店自提(1),午餐(10),空间大(9),清新淡雅(5),拔草(3)",33.0,40.0,2.0,0.0,地址:路缇香
古乐牛香牛肉牛杂火锅(郭巷形象店),59.0,4.0,8.2,8.3,8.1,179.0,"菜品精致(26),牛肉赞(15),分量足(13),回头客(10),上菜快(6),交通便利(5),不用排队(3),到店自提(10),朋友聚餐(3)",116.0,145.0,26.0,8.0,地址:郭巷郭西24（姜庄邻里旁）            (郭新西路与品叉口)
81℃火锅,90.0,5.0,9.0,9.0,9.0,825.0,"味道赞(173),菜品健康(100),上菜快(91),牛肉赞(75),回头客(11),停车方便(4),高大上(4),店内消毒(1),朋友聚餐(3)",165.0,713.0,48.0,64.0,地址:鸣市路苏时代对面            (苏州行对面)
巴泰隆自助烤肉·海鲜火锅,78.0,4.0,7.7,8.1,8.1,7948.0,"回头客(337),上菜快(29),不用排队(25),停车方便(13),到店自提(1),店内消毒(1),朋友聚餐(53),家庭聚餐(15),闺蜜聚会(7),公司聚餐(7)",497.0,6237.0,1099.0,612.0,地址:白马泾路46号超华广场            (欧尚4)
高庭粤,114.0,5.0,9.0,8.7,8.9,1264.0,"菜品健康(131),回头客(27),上菜快(23),不用排队(20),朋友聚餐(17),闺蜜聚会(15),到店自提(12),深夜食堂(9),家庭聚餐(8),请客(8)",1004.0,1150.0,81.0,33.0,地址:学士街481
山水溶洞火锅(万达店),92.0,4.5,8.7,8.8,8.7,330.0,"味道赞(85),菜品健康(60),牛肉赞(56),停车方便(16),分量足(13),上菜快(12),回头客(7),海鲜棒(3),朋友聚餐(9),闺蜜聚会(3)",229.0,303.0,17.0,10.0,地址:老宅万达广东            (汇金新城往50米)
成都钢管厂五区小郡肝串串香,78.0,4.0,8.4,8.3,8.2,923.0,"菜品健康(102),回头客(30),撸串圣地(11),不用排队(6),停车方便(3),朋友聚餐(18),闺蜜聚会(7),深夜食堂(6),到店自提(3)",560.0,796.0,81.0,46.0,地址:泉街星场20号A3栋            (天下隔壁)
神筋牛筋米捞(跨塘店),61.0,4.0,8.1,8.2,8.2,26.0,"服务热情(14),味道赞(10),环境很好(6),菜品健康(5),性价比高(4),饮品赞(3),价格实惠(3),早餐(7),清新淡雅(4),到店自提(2)",22.0,25.0,1.0,0.0,地址:蠡塘路1631幢1B-13室（轻奢酒店隔壁）
歪串串(石路店),52.0,4.5,8.8,8.1,8.6,537.0,"肉类好(34),回头客(23),上菜快(12),不用排队(5),撸串圣地(4),到店自提(12),朋友聚餐(11),深夜食堂(10),闺蜜聚会(5)",312.0,458.0,51.0,28.0,地址:阊胥路363一5
良厨市井火锅,56.0,4.0,7.9,8.0,7.9,81.0,"性价比高(26),服务热情(20),味道赞(17),价格实惠(17),回头客(13),环境很好(13),菜品健康(8),分量足(7),上菜快(3),店内消毒(1)",36.0,70.0,5.0,6.0,地址:925
七欣天品蟹轩(张家港杨舍老街店),125.0,4.0,8.8,8.5,8.5,3094.0,"回头客(225),上菜快(93),停车方便(45),不用排队(12),海鲜棒(11),到店自提(18),朋友聚餐(11),闺蜜聚会(7),深夜食堂(5),现做现卖(3)",286.0,2486.0,443.0,165.0,地址:梁丰8幢172            (杨舍老)
鹤之舞日式小火锅(黑龙江路一店),143.0,4.0,8.1,8.1,8.0,64.0,"服务热情(23),味道赞(13),环境很好(13),性价比高(11),菜品健康(10),干净整洁(7),价格实惠(6),上菜快(5),体验很棒(4),空间大(4)",30.0,60.0,3.0,1.0,地址:黑北路88B座13室
宽巷子成都串串香(吴中万达店),57.0,4.0,8.3,8.5,8.5,102.0,"味道赞(37),价格实惠(12),菜品精致(6),牛肉赞(5),弄堂小店(8),朋友聚餐(4),到店自提(2),店内消毒(1)",86.0,83.0,16.0,3.0,地址:吴中万达广场3
重庆德庄火锅(尼盛尚品汇店),112.0,4.5,9.0,9.1,8.9,570.0,"菜品健康(57),回头客(42),牛肉赞(37),不用排队(17),上菜快(8),停车方便(7),公司聚餐(9),到店自提(5),朋友聚餐(5),请客(4)",351.0,520.0,27.0,23.0,地址:苏西205尼盛尚品汇楼F400室
大满罐火锅·烧烤·烤鱼,51.0,4.0,8.0,8.4,8.3,49.0,"味道赞(17),性价比高(15),服务热情(15),分量足(10),价格实惠(10),环境很好(9),菜品健康(5),停车方便(4),到店自提(1),店内消毒(1)",34.0,37.0,11.0,1.0,地址:相2888号采莲广
辣三多重庆炭火蛙炉(南环旗舰店),80.0,3.5,7.9,8.0,7.6,1095.0,"停车方便(49),不用排队(25),上菜快(24),回头客(21),到店自提(33),朋友聚餐(28),闺蜜聚会(11),请客(5),家庭聚餐(4),店内消毒(1)",781.0,802.0,147.0,146.0,地址:东吴201号
喜涮火锅龙虾,0.0,4.0,7.9,8.0,8.0,29.0,"性价比高(16),服务热情(14),菜品健康(11),价格实惠(10),味道赞(7),环境很好(7),干净整洁(6),上菜快(5),体验很棒(4),装修好看(5)",12.0,29.0,0.0,0.0,地址:紫竹路571-575
宽窄巷子成都串串香(峰汇广场店),59.0,4.5,8.6,8.6,8.6,296.0,"肉类好(29),菜品健康(21),上菜快(9),回头客(7),不用排队(3),撸串圣地(3),朋友聚餐(6),到店自提(4),深夜食堂(4)",202.0,265.0,15.0,16.0,地址:聚贤129合景峰汇商务场11期4幢111
鱼小腰石锅鱼烤鱼(观前店),60.0,4.0,8.1,8.1,8.4,116.0,"味道赞(39),服务热情(33),性价比高(27),菜品精致(20),价格实惠(16),肉类好(12),海鲜棒(10),分量足(5),交通便利(4),到店自提(7)",75.0,101.0,10.0,5.0,地址:碧川福美食城要德火锅2（豪客来牛排斜对面）
鱼菇娘重庆美蛙鱼头火锅,72.0,4.5,8.5,8.6,8.6,240.0,"牛肉赞(15),海鲜棒(12),上菜快(8),不用排队(7),停车方便(5),回头客(5),朋友聚餐(6),工作餐(5),请客(4),到店自提(3)",154.0,218.0,12.0,10.0,地址:大道东现代传媒负一27号            (老娘舅旁)
红峰砂锅,27.0,4.5,8.6,8.5,8.6,134.0,"味道赞(49),服务热情(32),菜品精致(14),分量足(8),回头客(7),性价比高(7),环境很好(6),价格实惠(5),肉类好(3),到店自提(6)",63.0,127.0,7.0,0.0,地址:峰路90号附近            (江南窗隔壁)
电台巷火锅(新区旗舰店),112.0,3.0,7.2,7.5,7.1,392.0,"牛肉赞(65),不用排队(21),回头客(13),停车方便(4),店内消毒(6),朋友聚餐(4),家庭聚餐(3),闺蜜聚会(3),到店自提(2)",294.0,235.0,110.0,47.0,地址:市高新区塔路201号01幢汉堡王旁            (易活购物)
玫瑰串串,81.0,4.0,8.3,8.2,8.3,105.0,"味道赞(26),服务热情(10),性价比高(8),价格实惠(7),上菜快(3),回头客(3),菜品健康(3),到店自提(4),花甲(12),弄堂小店(5)",61.0,85.0,13.0,7.0,地址:城厢桃园人24            (南)
咕嘟咕嘟火锅(苏园区永旺店),78.0,4.0,8.2,8.4,8.2,2246.0,"回头客(50),上菜快(40),不用排队(22),海鲜棒(17),停车方便(7),朋友聚餐(13),到店自提(8),闺蜜聚会(4),家庭聚餐(4)",378.0,1764.0,314.0,168.0,地址:钟238号永旺梦乐1层
锅中有约(科技城店),56.0,4.0,8.1,8.1,8.3,179.0,"菜品精致(24),停车方便(11),分量足(9),上菜快(5),回头客(4),海鲜棒(4),牛肉赞(4),到店自提(6),朋友聚餐(4),现做现卖(3)",118.0,157.0,15.0,7.0,地址:武夷山路69科技城时尚水岸商场3幢D区1-305
阿能鹅汤(方塔园店),78.0,4.5,8.8,8.8,8.8,143.0,"味道赞(39),服务热情(31),肉类好(27),菜品精致(22),停车方便(15),分量足(11),回头客(5),上菜快(3),到店自提(6),朋友聚餐(3)",113.0,129.0,10.0,4.0,地址:塔后街6号
四川香天下(观前街店),87.0,4.0,8.0,8.5,8.0,1969.0,"上菜快(63),回头客(54),不用排队(36),朋友聚餐(39),闺蜜聚会(14),到店自提(13),请客(12),现做现卖(6),公司聚餐(6),店内消毒(4)",1380.0,1568.0,234.0,167.0,地址:富仁坊45-55层
三里屯土灶台(蒌葑店),92.0,4.0,8.0,7.8,7.8,192.0,"味道赞(48),菜品精致(22),肉类好(13),分量足(10),停车方便(8),回头客(5),上菜快(4),到店自提(11),朋友聚餐(6),深夜食堂(3)",103.0,165.0,16.0,11.0,地址:娄葑镇东振商龙至尊KTV旁
大渝火锅(金鹰明星店),116.0,4.0,8.5,8.7,8.5,2826.0,"回头客(89),上菜快(30),海鲜棒(9),停车方便(4),不用排队(4),到店自提(4),店内消毒(1),朋友聚餐(18),闺蜜聚会(6),有包厢(3)",439.0,2370.0,234.0,222.0,地址:金鹰国际购物北庭
亲爱的郭(江南大厦店),99.0,4.5,8.5,8.6,8.4,881.0,"菜品健康(182),停车方便(60),上菜快(18),回头客(18),不用排队(8),到店自提(4),店内消毒(1),文艺清新(80),闺蜜聚会(14),朋友聚餐(5)",479.0,746.0,86.0,49.0,地址:虞1江103-104
浔城壹号(吴江店),240.0,4.0,7.8,7.9,7.8,241.0,"菜品不错(46),上菜快(12),海鲜棒(10),高大上(6),停车方便(5),牛肉赞(5),回头客(3),到店自提(2),朋友聚餐(3),请客(3)",94.0,206.0,20.0,15.0,地址:康路738号
谭鸭血老火锅(万达店),114.0,3.5,7.0,7.0,7.0,134.0,"服务热情(37),味道赞(22),牛肉赞(12),菜品健康(11),上菜快(8),回头客(4),不用排队(3),店内消毒(2)",66.0,89.0,22.0,23.0,地址:太仓上海万达广场楼            (同庆旁)
老北京铜锅涮肉(古里店),103.0,4.5,8.9,9.0,9.0,392.0,"服务热情(145),味道赞(103),上菜快(61),价格实惠(59),牛肉赞(56),回头客(52),菜品健康(49),饮品赞(6),分量足(6),到店自提(1)",51.0,373.0,11.0,8.0,地址:古里银河宏农心5幢112            (里电影院南左侧可中宏市场正入)
巴蜀大将火锅(苏州旗舰店),97.0,4.5,8.3,8.8,8.7,161.0,"味道赞(40),菜品健康(25),牛肉赞(14),上菜快(12),有表演(4),回头客(4),海鲜棒(3),到店自提(2)",118.0,140.0,14.0,7.0,地址:胥欣155号
蛙坝子·泉水蛙鱼头火锅(吴中万达店),71.0,4.5,8.7,8.4,8.9,136.0,"服务热情(87),味道赞(45),性价比高(30),商圈附近(30),价格实惠(22),菜品健康(14),肉类好(9),文艺清新(3),到店自提(2)",98.0,132.0,3.0,1.0,地址:旺吴万达室外步行10幢149号
麻小旋,41.0,4.0,8.3,8.5,8.4,152.0,"味道赞(55),性价比高(34),菜品健康(32),交通便利(8),不用排队(4),文艺清新(10),朋友聚餐(3),到店自提(1),店内消毒(1)",119.0,122.0,26.0,4.0,地址:邵磨针巷20
要德火锅(暨阳店),97.0,4.5,8.7,8.6,8.1,1246.0,"菜品精致(151),回头客(79),上菜快(32),海鲜棒(15),到店自提(14),朋友聚餐(12),请客(5),深夜食堂(3),家庭聚餐(3),现做现卖(3)",120.0,939.0,226.0,64.0,地址:暨路186-192号
史记记忆火锅,79.0,4.0,8.1,8.2,8.2,266.0,"味道赞(57),价格实惠(44),分量足(29),菜品丰富(14),回头客(13),交通便利(4),点心好(3),到店自提(1),店内消毒(5),朋友聚餐(3)",74.0,231.0,19.0,16.0,地址:953-957
陈辣虎重庆老火锅(世茂广场店),91.0,4.5,8.4,8.5,8.4,510.0,"上菜快(14),回头客(9),不用排队(8),有表演(5),停车方便(4),朋友聚餐(13),文艺清新(5),到店自提(4),闺蜜聚会(3),家庭聚餐(3)",308.0,433.0,41.0,36.0,地址:宝带西路1155世运城C座12
重庆高老九火锅(昆山万达店),107.0,4.0,8.2,8.2,8.2,1495.0,"菜品健康(146),上菜快(88),回头客(74),不用排队(8),停车方便(5),到店自提(5),朋友聚餐(16),闺蜜聚会(8),家庭聚餐(7),请客(3)",509.0,1304.0,114.0,77.0,地址:青阳北218万达广一三3001-3002
上禾塘·蒜锅鱼头(盛泽凤凰荟店),74.0,4.0,8.1,8.1,8.0,129.0,"味道赞(34),服务热情(28),性价比高(24),菜品精致(18),肉类好(16),价格实惠(15),分量足(6),海鲜棒(5),到店自提(3)",49.0,112.0,14.0,3.0,地址:盛泽镇路588盛泽凤荟购物中心
瓯越汇海鲜港打边炉,87.0,4.5,8.5,8.4,8.5,112.0,"性价比高(24),菜品健康(23),味道赞(22),牛肉赞(17),海鲜棒(10),上菜快(3),有包厢(3),现做现卖(3),闺蜜聚会(3),到店自提(1)",85.0,102.0,6.0,4.0,地址:莫邪路99莫邪新天地内
大斌家串串火锅(相城店),85.0,4.0,8.7,8.8,8.9,214.0,"味道赞(92),菜品健康(31),牛肉赞(18),停车方便(13),回头客(8),交通便利(8),撸串圣地(4),海鲜棒(3),闺蜜聚会(4),到店自提(2)",151.0,193.0,13.0,8.0,地址:元和街元路万客隆商城6幢365            (欧商)
一品焖锅(昆山九方店),87.0,4.0,8.1,8.4,8.0,1925.0,"回头客(51),不用排队(10),海鲜棒(4),停车方便(3),到店自提(2),朋友聚餐(19),家庭聚餐(5),闺蜜聚会(3)",435.0,1388.0,291.0,246.0,地址:昆北方购物心55-008室
重庆巴倒烫老火锅(南环汇邻店),118.0,4.0,8.2,8.6,8.5,397.0,"菜品健康(49),牛肉赞(31),分量足(23),不用排队(14),海鲜棒(13),上菜快(11),回头客(8),高大上(8),朋友聚餐(8),到店自提(1)",271.0,351.0,24.0,22.0,地址:汇邻广号4F
明记·老北京火锅&龙虾烤Bar,127.0,4.0,8.2,8.3,8.1,382.0,"菜品精致(31),交通便利(20),回头客(11),停车方便(5),不用排队(4),文艺清新(9),到店自提(6),朋友聚餐(4),公司聚餐(3)",245.0,318.0,38.0,26.0,地址:月亮湾星月D04
阿Q鲜生暖锅,211.0,4.5,8.4,8.5,8.4,60.0,"菜品健康(20),高大上(15),分量足(14),停车方便(12),上菜快(9),牛肉赞(4),到店自提(3),请客(3),现做现卖(3),店内消毒(1)",57.0,59.0,1.0,0.0,地址:中兴路思家园期
德天肥牛海鲜火锅(木渎店),159.0,4.0,8.8,8.7,8.5,140.0,"味道赞(39),菜品健康(24),牛肉赞(18),停车方便(11),高大上(7),回头客(5),朋友聚餐(3),家庭聚餐(3),到店自提(1)",107.0,118.0,13.0,9.0,地址:路58号御景广场3楼
呷哺呷哺(邵磨针巷店),77.0,4.0,8.4,8.4,8.5,901.0,"菜品健康(73),回头客(34),上菜快(23),海鲜棒(7),不用排队(5),朋友聚餐(22),工作餐(6),到店自提(5),闺蜜聚会(5),店内消毒(2)",378.0,707.0,134.0,60.0,地址:平区邵磨针巷25-32号            (地下层-地上层)
姥家大锅台(郭巷店),67.0,4.0,8.4,7.8,8.2,155.0,"味道赞(59),菜品精致(25),肉类好(17),交通便利(7),分量足(7),回头客(6),现做现卖(15),朋友聚餐(6),到店自提(5),家庭聚餐(3)",76.0,140.0,13.0,2.0,地址:彩虹路39
钢管厂五区小郡肝串串香(临顿路店),88.0,4.0,8.4,8.4,8.3,750.0,"菜品健康(58),撸串圣地(13),回头客(11),不用排队(10),上菜快(3),朋友聚餐(18),闺蜜聚会(6),到店自提(5),文艺清新(3),店内消毒(2)",494.0,611.0,85.0,54.0,地址:顿路64-65号            (醋坊桥观东站台)
汤作(绿宝店),64.0,4.0,8.0,8.2,8.1,55.0,"服务热情(25),味道赞(22),菜品健康(11),环境很好(11),性价比高(9),价格实惠(7),牛肉赞(5),空间大(12),清新淡雅(12),文艺清新(4)",40.0,50.0,3.0,2.0,地址:长绿宝休闲购物广场绿宝二期步行5幢129号
柴火好灶头,64.0,4.5,8.8,8.3,9.0,456.0,"菜品精致(36),肉类好(29),回头客(8),高大上(4),主食赞(3),现做现卖(40),家庭聚餐(4),到店自提(3),朋友聚餐(3)",247.0,414.0,26.0,16.0,地址:渎镇清北16
大班楼花胶鸡火锅(世茂店),154.0,3.5,7.7,7.8,7.7,136.0,"味道赞(29),服务热情(20),菜品健康(18),价格实惠(10),牛肉赞(6),上菜快(5),海鲜棒(4),到店自提(1)",90.0,106.0,24.0,6.0,地址:闽江路世茂·世纪创富世纪10幢112
蛙美鱼鲜美蛙鱼头,90.0,4.5,8.7,8.6,8.7,130.0,"服务热情(44),味道赞(33),性价比高(23),价格实惠(20),上菜快(17),菜品精致(13),回头客(12),商圈附近(12),分量足(11),肉类好(6),",44.0,118.0,6.0,6.0,"地址:张港杨舍镇老宅汇花园9幢1层80,82"
老冯羊蝎子火锅(观前店),91.0,4.5,8.7,8.7,8.6,2890.0,"回头客(81),上菜快(44),不用排队(15),撸串圣地(6),冬天吃过瘾(5),到店自提(49),朋友聚餐(31),弄堂小店(23),深夜食堂(8),店内消毒(1)",939.0,2602.0,171.0,117.0,地址:观前调丰巷28号            (地铁1线桥7出口向100米姆酒店后身)
川西部落•成都老火锅(新湖广场店),101.0,4.0,8.0,8.0,8.0,493.0,"菜品健康(79),牛肉赞(31),回头客(19),上菜快(13),交通便利(13),停车免费(3),到店自提(4),现做现卖(7),朋友聚餐(4),闺蜜聚会(3)",210.0,407.0,46.0,40.0,地址:吴经技术开发陵西1688号新F410
李氏光辉烧烤龙虾火锅家常菜(东沙湖店),132.0,3.5,8.0,7.8,8.0,242.0,"海鲜棒(25),分量足(25),停车方便(11),回头客(11),撸串圣地(5),朋友聚餐(10),到店自提(9),公司聚餐(3)",167.0,183.0,24.0,35.0,地址:东136106室、107室、108室
欢乐工场国际自助烤肉火锅,67.0,4.0,8.0,8.5,8.2,24994.0,"回头客(845),不用排队(112),店内消毒(4),朋友聚餐(247),深夜食堂(76),家庭聚餐(67),闺蜜聚会(16),现做现卖(16),公司聚餐(9)",2174.0,17730.0,4124.0,3140.0,地址:方塔步行东5号3            (原欢乐牧，八佰伴对面)
蛙先生美蛙鱼头,77.0,4.5,8.6,8.3,8.4,319.0,"海鲜棒(9),不用排队(8),停车方便(7),上菜快(5),回头客(5),朋友聚餐(7),闺蜜聚会(5),请客(4),深夜食堂(3),店内消毒(1)",241.0,283.0,20.0,16.0,地址:阊胥617皇一对面
呷哺呷哺(九方城店),67.0,4.0,8.2,8.2,8.2,576.0,"菜品健康(55),回头客(30),上菜快(20),高大上(5),不用排队(3),海鲜棒(3),店内消毒(1),朋友聚餐(9),闺蜜聚会(4)",216.0,457.0,69.0,50.0,地址:萧路666号地下B-003
钢管厂五区小郡肝火锅串串香,66.0,4.0,8.3,8.3,8.3,886.0,"味道赞(212),牛肉赞(82),菜品健康(74),回头客(60),上菜快(40),不用排队(6),撸串圣地(6),到店自提(4),朋友聚餐(12)",258.0,772.0,71.0,43.0,地址:春晖路755            (宝宸足楼下)
古乐牛香鲜牛肉牛杂火锅(张家港店),67.0,4.0,8.0,7.9,7.9,1161.0,"菜品精致(144),牛肉赞(100),上菜快(79),回头客(18),交通便利(9),到店自提(14),店内消毒(1),朋友聚餐(6),家庭聚餐(4),闺蜜聚会(3)",323.0,1024.0,70.0,67.0,地址:中路12
腩潮鲜牛腩火锅(相城店),81.0,4.0,8.2,8.2,8.1,81.0,"菜品健康(27),服务热情(27),商圈附近(19),味道赞(17),环境很好(13),牛肉赞(7),养生粥(15),朋友聚餐(4)",49.0,67.0,5.0,9.0,地址:元918号宝燕商1F-06B
九鼎轩脆毛肚火锅(张家港吾悦广场店),87.0,4.5,9.0,9.0,8.8,3077.0,"菜品健康(189),回头客(121),上菜快(82),不用排队(19),到店自提(8),店内消毒(1),朋友聚餐(17),闺蜜聚会(9),工作餐(9),家庭聚餐(7)",388.0,2447.0,458.0,172.0,地址:张家港杨舍镇吾悦广场20幢4楼416-2室
渝大狮老火锅(吴江万象汇店),94.0,4.0,7.7,7.8,7.8,611.0,"菜品健康(62),上菜快(34),海鲜棒(30),回头客(10),不用排队(6),停车方便(4),发发呆(3),到店自提(4),店内消毒(2),朋友聚餐(4)",323.0,496.0,63.0,52.0,地址:润万象汇2层
辣三多宽窄巷子成都串串香(木渎店),61.0,4.0,8.4,8.3,8.1,199.0,"味道赞(57),菜品健康(16),回头客(10),肉类好(10),撸串圣地(4),上菜快(3),到店自提(5),深夜食堂(3),朋友聚餐(3)",138.0,157.0,26.0,16.0,地址:木渎金南路27
腩潮鲜牛腩火锅,0.0,3.5,7.7,7.7,7.7,22.0,"服务热情(9),味道赞(5),环境很好(4),性价比高(3),干净整洁(3),",10.0,22.0,0.0,0.0,地址:张家市金镇泗浦
周渝食惦·酸菜活鱼锅,71.0,4.0,8.2,8.2,8.2,286.0,"菜品精致(47),肉类好(24),分量足(22),上菜快(11),海鲜棒(8),回头客(5),到店自提(13),朋友聚餐(6),现做现卖(6),文艺清新(5)",194.0,241.0,30.0,15.0,地址:路与东新叉口金鹰国际购物心8楼
小馋客火锅,0.0,3.5,7.0,7.0,7.0,16.0,"性价比高(7),味道赞(6),服务热情(5),菜品健康(3),价格实惠(3),到店自提(1),装修好看(5)",10.0,12.0,2.0,2.0,地址:门路587号
尚品港式火锅(美城店),109.0,4.5,8.9,8.9,8.9,438.0,"菜品健康(71),回头客(38),海鲜棒(10),牛肉赞(6),高大上(4),到店自提(5),店内消毒(2),请客(6),朋友聚餐(5)",121.0,391.0,27.0,20.0,地址:虞北路35号美城洋1F            (司登隔壁)
麻辣无情重庆老火锅(张浦店),74.0,4.0,7.9,7.9,7.9,130.0,"味道赞(34),服务热情(28),环境很好(23),性价比高(20),菜品健康(13),肉类好(13),价格实惠(10),回头客(8),高大上(3),到店自提(1)",64.0,121.0,2.0,7.0,地址:新898
旺德居老北京涮羊肉馆(北摆宴街店),93.0,4.0,7.8,7.5,7.7,278.0,"菜品精致(48),味道赞(45),分量足(9),回头客(5),不用排队(3),羊肉(89),涮羊肉(48),到店自提(1)",60.0,216.0,44.0,18.0,地址:北摆宴街4-110            (北摆宴街与文萃叉口)
辣三多宽窄巷子成都串串香(新湖广场店),53.0,4.0,7.9,7.8,7.8,176.0,"味道赞(46),商圈附近(28),价格实惠(18),菜品不错(16),回头客(9),不用排队(3),上菜快(3),到店自提(1),朋友聚餐(3)",96.0,132.0,27.0,17.0,地址:江陵西1888号新广场SF107
重庆红蜻蜓美蛙鱼头火锅,121.0,4.0,8.2,8.1,8.1,355.0,"肉类好(22),回头客(17),菜品精致(14),停车方便(12),海鲜棒(7),不用排队(3),到店自提(1),请客(3)",73.0,270.0,58.0,27.0,地址:长南199号
1497云南蒸汽石锅鱼(常熟一店),72.0,4.5,8.8,8.6,8.9,3361.0,"回头客(159),上菜快(151),不用排队(9),到店自提(22),店内消毒(15),朋友聚餐(18),闺蜜聚会(9),现做现卖(6),家庭聚餐(5),请客(5)",614.0,2788.0,388.0,185.0,地址:里颜103号国邮政斜对面            (步行)
甲乙人潮汕牛肉火锅,104.0,4.0,8.0,8.0,8.1,90.0,"服务热情(43),味道赞(27),牛肉赞(17),性价比高(12),菜品健康(10),分量足(4),回头客(3),到店自提(1),店内消毒(1)",39.0,82.0,4.0,4.0,地址:西塘路油车小11-12
宽窄马路边串串香火锅(木渎天虹总店),77.0,4.0,8.4,8.5,8.2,416.0,"菜品健康(35),回头客(16),停车方便(11),不用排队(6),撸串圣地(4),朋友聚餐(7),深夜食堂(5),闺蜜聚会(3),到店自提(2)",201.0,336.0,43.0,37.0,地址:木渎金山47-2            (虹商侧，凯歌Ktv旁)
三味伙重庆市井火锅(南洋广场店),91.0,4.0,7.9,8.0,7.9,313.0,"性价比高(65),味道赞(56),价格实惠(56),肉类好(23),上菜快(21),菜品健康(14),回头客(11),复古(5),朋友聚餐(4)",84.0,250.0,32.0,31.0,地址:人洋场            (疆饭店旁)
腩潮鲜牛腩火锅(九方店),78.0,4.5,8.5,8.5,8.5,240.0,"味道赞(74),服务热情(61),菜品健康(30),上菜快(15),牛肉赞(15),分量足(15),海鲜棒(9),回头客(4),到店自提(3),朋友聚餐(4)",140.0,211.0,20.0,9.0,地址:紫竹路699保利地产面10–4商铺
过锅瘾三汁焖锅,88.0,4.5,8.5,8.7,8.8,333.0,"牛肉赞(10),回头客(8),上菜快(6),停车方便(5),海鲜棒(5),交通便利(3),朋友聚餐(7),到店自提(2)",150.0,266.0,40.0,27.0,地址:启月198独墅邻里中3F-12
源缘东北菜·烧烤羊蝎子(新街口店),73.0,4.0,7.9,7.8,7.7,1096.0,"回头客(58),海鲜棒(11),撸串圣地(8),到店自提(21),朋友聚餐(16),深夜食堂(12),公司聚餐(6),请客(3),店内消毒(2)",379.0,797.0,120.0,176.0,地址:方洲与施街交界处            (欧洲城北正对面)
